K100_n30_a0_eps05_g1_1
2.569702121
1.470280779
1.269558721
0.666283331
0.621536682
0.832066428
0.762613582
0.407665222
0.761444119
1.519461959
0.454431406
0.298555462
0.304917033
0.322101027
0.333861139
0.287837818
0.231226138
0.13898423
0.256005493
0.192930937
0.155264071
0.152805128
0.13012552
0.13816377
0.112038847
0.111572771
0.104576632
0.12027212
0.090324801
0.0838689
0.077965456
0.104194153
0.080870232
0.082517315
0.080126055
0.079779406
0.069779093
0.066648549
0.066776101
