K100_n40_a0_e07_g1,K100_n40_a2_e07_g1
2.5507734923416465,1.9222070210223907
0.9936666565410358,1.3055210691515111
0.6073949471078993,0.9128059490208882
0.49204218328286975,0.5974790727902031
0.4556126887812615,0.3479119204121035
0.3583616946428495,0.2443893840297954
0.26559841500252557,0.20894831196553149
0.2045063631576098,0.22226112614294874
0.1631165204661562,0.22944144080502735
0.1171866467106173,0.2553404059152591
0.08845698931163809,0.272176324475061
0.06554551845882292,0.2139298248374757
0.05326904045720759,0.2732050247707392
0.04493815053325786,0.2657055961044191
0.03768069059262945,0.2382071795792247
0.03059082324650004,0.32022526987157596
0.02605256104380324,0.2642557821632496
0.023686916756975377,0.31916428751535864
0.022094707722878814,0.37720661490968077
0.01971742834530026,0.29466060438565067
0.018340473235979378,0.2900068854825067
0.017315817809586433,0.314781258993541
