K100_n30_e05,K100_n30_e09,K100_n30_e1,K100_n30_e2,K100_n30_e04,K1000_n300_e05,K1000_n300_e09,K1000_n300_e1,K1000_n300_e2,K1000_n300_e04,K10000_n3000_e05,K10000_n3000_e09,K10000_n3000_e1,K10000_n3000_e2,K10000_n3000_e04
0.09767525170945682,0.08949000152028894,0.5308450896539969,0.8316050058855456,0.0588149400969198,1.0700905773619087,1.4496050310281479,0.38026139621346505,0.1658927155804484,0.26004794627851247,0.9432375127584061,1.278033436871678,0.7041742769556013,1.3329620219624212,1.0483257056870654
0.08351921619005669,0.0800963543315109,0.47299467008645424,0.828655027432247,0.05023562019032906,1.0533184550583685,1.416615203928239,0.3579258153875198,0.15668688724756835,0.24804648465109227,0.9107998253188917,1.2631708344992982,0.6791778473741679,1.3136414891628863,1.0073641832236786
0.1704760233831692,0.07229522742083438,0.39379329318672857,0.8271084287612998,0.043793817823653235,1.0395937349694728,1.3856586188998479,0.33948585683788846,0.1477951538752993,0.23761475150781675,0.8798242509146942,1.248587483386661,0.65341181141481,1.294642922042701,0.9683287450063457
0.19758516766459225,0.06486451967649763,0.30700701081182125,0.824185806911593,0.038787811894208095,1.0262030586633024,1.3562983708558958,0.32087743840320904,0.13902638571413486,0.22786997761040198,0.8490154868319834,1.2351091453052163,0.6288137739040792,1.277587136749711,0.9318068678950412
0.3494173520272062,0.057789070983003545,0.20070500681461728,0.822587568542476,0.03444929693405214,1.0124371139567971,1.3307084006038805,0.3012234037817004,0.1314314680939938,0.21770470028233518,0.8215453387388738,1.2221583583277815,0.6045317021073822,1.2615332597957456,0.8975382490609021
0.127393767165677,0.05339447610585237,0.12002782636628705,0.8213333057425344,0.030836727452162958,0.9990834061946933,1.3029921776011788,0.2835963730615921,0.122621171463288,0.20794463461305052,0.7952234955487358,1.2103364945435275,0.5803141052421723,1.2460804890616015,0.8641980642316771
0.09993178729535615,0.04834652394645299,0.06640069943634173,0.8200124789603614,0.02745962141199214,0.9879955402528396,1.2793250059317118,0.26821101772856737,0.1153157023311342,0.19934520213954046,0.7700145760107452,1.198927109891718,0.5572473615770056,1.231330311921379,0.8320054618946858
0.0794993399954212,0.04420913242173394,0.045945377174294234,0.818987624185568,0.02481992976624661,0.9766661376175498,1.254515075200195,0.25300063138963746,0.10845708252831829,0.19139881759484959,0.7452706122464691,1.1878202983460826,0.5344476325325902,1.217626610030508,0.8007903622771196
0.0714289675544565,0.03874254568946639,0.0366735050189968,0.8179206869085996,0.02257522948925011,0.9663265440234012,1.2328984724831362,0.2359788505683059,0.10175189920791751,0.18329509217992845,0.7226441521331168,1.1780037729514323,0.5114177030030883,1.2051127449238637,0.7709026329863946
0.059293563422478233,0.03337990233977042,0.03143342731616243,0.8170138803587321,0.020744268826746588,0.9563667781529952,1.212395928384549,0.22069908101986938,0.09548915020631778,0.17593938249250995,0.7003956766328182,1.1688016836473245,0.4902771857590718,1.1929247821342401,0.7421734970531427
0.05655250876875821,0.031374145978157804,0.027055924519178827,0.8164976193569464,0.01936751917111474,0.9471523562107301,1.1934804246778492,0.20661986929974885,0.0901731013937587,0.16825742879316655,0.6803819419803321,1.160035159416489,0.46989186601327465,1.1816521300663625,0.7153351227861253
0.046775345446913016,0.02844003528517976,0.024366590135369917,0.8159734592345602,0.01793019662025889,0.9375477260873845,1.1751484428871222,0.19370783807208364,0.0849730914114789,0.16127811876402262,0.6606020489229044,1.150897408156492,0.44989787380476504,1.1706761400620387,0.6874326364028298
0.044620686033043956,0.025818203134856797,0.02218995867791959,0.8154489620243922,0.016755687289104648,0.9279627669801686,1.157354688298875,0.18076584115242683,0.08054214441100914,0.15460164531958503,0.6415049875136822,1.1425995372465914,0.4312713929420508,1.1601515269317872,0.6613860756110838
0.043143667266494864,0.02390098561306611,0.020943285469001215,0.8149316494120388,0.015643357728868223,0.9196530786619548,1.1400930202124218,0.16891367991102194,0.07594946266320068,0.14850009690090532,0.6244976838499574,1.1339081831897027,0.41178006831626907,1.1498696695500037,0.6367519089600088
0.037803771227593826,0.020342002855511576,0.01991770363762776,0.8145126916709189,0.014725894060914608,0.9114690246841706,1.1242167905524925,0.15775706064402664,0.07177576975458766,0.142605700337194,0.6080896244829491,1.1260811672642088,0.394127267151482,1.1409549147366187,0.6122673903145425
0.0349619196595079,,,0.8143117285074941,0.013911430674474597,0.9039104520236219,,,0.06783994260530245,0.13742157603545727,0.5933628133232955,,,1.1312273141842533,0.5888459368517137
,,,0.8139266799543668,0.013036729211933598,,,,0.06425198600679972,0.132047785862423,,,,1.122602587021247,0.5661283978220834
,,,0.8135163491195614,0.012358724327095082,,,,0.06083034038927628,0.12694939419075293,,,,1.113728513097784,0.5434193960169437
,,,0.8133013495203866,0.011548162488284004,,,,0.05795585569046092,0.12252874362871842,,,,1.1055880126030304,0.5210237081081238
,,,,0.01085082762561768,,,,,0.1180016366057856,,,,,0.5003798726606362
,,,,0.010206204249663054,,,,,0.1135514614226406,,,,,0.4809043623311787
,,,,0.00959840468607506,,,,,0.10953854050368939,,,,,0.4605458672757624
,,,,0.00906882439118984,,,,,0.10535078370855591,,,,,0.44100110943749155
,,,,0.008496015267060801,,,,,0.1013669362094004,,,,,0.422835488634217
,,,,0.007874126472326205,,,,,0.0977667463138152,,,,,0.4060939624567469
,,,,0.007316992703354598,,,,,0.09444239428898127,,,,,0.390288541230079
,,,,0.006817489280007521,,,,,0.09085534739644405,,,,,0.3740470342729647
,,,,0.006341992871833919,,,,,0.08735592575377592,,,,,0.3593794161012382
,,,,0.005885560349090228,,,,,0.0843371818118346,,,,,0.34549749771858657
,,,,0.0054802178901358035,,,,,0.0811663619980877,,,,,0.33186944210586916
,,,,0.005136016036978649,,,,,0.0783092472323246,,,,,0.31925041856013253
,,,,0.004846110012883446,,,,,0.07583141726537254,,,,,0.30646184195433473
,,,,0.00449418887750128,,,,,0.07341266063205182,,,,,0.29450224472373143
,,,,0.0042647678102922205,,,,,0.0708780013054256,,,,,0.28314960259432115
