K100_n30_a1_e09_g1
2.623430405
1.02732712
0.58093628
0.455702839
0.436817487
0.239739314
0.387570793
0.291877976
0.161134588
0.123453964
0.102246493
0.089797204
0.091279919
0.076329116
0.066142063
0.062663072
0.059038328
0.054706538
0.052045362
0.050258536
0.047326511
0.046670789
0.043645351
0.041833565
0.039408878
0.037910748
0.036702907
0.034480105
0.033550184
0.032919906
0.03169235
0.030725193
0.029924531
0.029081744
0.028637635
0.027393311
0.026157733
0.025423519
0.024673213
