K1000_n300_a0_e07_g3,K1000_n300_a7_e07_g3
2.6378096791564443,2.943395953686511
2.4148973301925483,2.806417757719406
2.2013438730315245,2.6730724279997777
2.002330971510963,2.539940546351797
1.8051822959015744,2.433411616701153
1.6252909976404502,2.3190302726326277
1.4635351525938065,2.2212626371157533
1.3138825873205269,2.119917898881631
1.19148852611375,2.0365865275054404
1.0821982084062447,1.950459788062673
0.9874226531511133,1.867911543963211
0.911519035819124,1.7956712732322742
0.8503444644227729,1.730461366723272
0.7990143603145797,1.6686738882987024
0.7566428039859832,1.606205580365109
0.7215841828869434,1.5476794842395067
0.6883239125444682,1.4983973824888015
0.6603637796933534,1.4506168799819446
0.6340029555475405,1.4080127278992807
0.6101250965366319,1.3694037994505093
0.589835633491046,1.3316664860455159
0.5706887139264817,1.2990002931909204
0.5505621083412293,1.26700872196805
0.5340093821287155,1.237922974541539
0.5189625139956732,1.2098273140764348
0.5028902562880404,1.1834871941693215
0.4867932125926018,1.1598493372737944
0.47029641300300246,1.1382551711113726
0.45596480053747007,1.1179661388908113
0.4438404593555654,1.099180945991353
0.43331770715794465,1.0827370953922808
0.4213230521254573,1.0678575409519588
0.4099285859588438,1.0532533065775798
0.39715003588649095,1.0396677649621382
0.384681693092861,1.0269187418722157
0.3743432880285473,1.0148070166345502
0.3622371539717815,1.0029727371291757
0.35338559853179113,0.9928495641405186
0.3435312990770965,0.983049951022626
