K100_n30_a2_e07_g2
2.531651781
0.977985029
1.779150832
2.253941842
1.264392619
1.260930399
2.170334303
2.797984782
0.937751882
0.557691465
0.780389875
0.772059619
0.685598449
0.869951092
0.744306814
0.711641022
0.470068382
0.399368943
0.44236585
0.525521751
0.408085791
0.392752774
0.326193053
0.299452874
0.274225203
0.225351335
0.210734735
0.188707479
0.170542555
0.160049299
0.152676153
0.138397165
0.136257072
0.138659069
0.134291723
0.14232216
0.13681219
0.14787687
0.137265236
