K100_n30_a0_e07_g2
2.642274272
1.966819774
2.045742036
1.038843202
1.068054085
0.641978331
0.509980214
0.347689646
0.208025383
0.160785807
0.09076387
0.086799091
0.076809861
0.061423157
0.068889397
0.062081521
0.062729447
0.058458504
0.048318893
0.047574454
0.045282721
0.046380316
0.042935909
0.043756575
0.044035199
0.038825577
0.035143997
0.037190847
0.033212515
0.03172093
0.030926845
0.02962209
0.029534783
0.028704611
0.029463499
0.027006586
0.025630196
0.023782076
0.022921262
